A,9368
B,6093
C,7147
D,3741
E,2940
F,4022
G,3309
H,7635
I,12095
J,2924
K,1403
L,3080
M,7140
N,3489
O,2953
P,4869
Q,180
R,3446
S,9487
T,14507
U,1518
V,931
W,5567
X,22
Y,1455
Z,104
a,371662
b,66477
c,139636
d,184270
e,589673
f,106497
g,89116
h,249404
i,333345
j,6476
k,29739
l,192842
m,113240
n,332849
o,356954
p,90800
q,4871
r,287189
s,300770
t,423926
u,127138
v,46192
w,83472
x,9370
y,80204
z,4399
