A,40090
B,23325
C,46489
D,20977
E,22261
F,14368
G,11181
H,8759
I,34836
J,10374
K,3051
L,59002
M,17671
N,10998
O,7979
P,23444
Q,1545
R,12257
S,24200
T,10842
U,7565
V,12693
W,3158
X,9444
Y,1418
Z,1070
a,1154409
b,126705
c,486326
d,640353
e,2227536
f,160853
g,178659
h,132892
i,1124016
j,25616
k,13290
l,889404
m,406380
n,1136852
o,824860
p,435622
q,137458
r,1049835
s,1238677
t,1101698
u,854880
v,182963
w,4680
x,67249
y,52765
z,12827
